dataset	column	value	description	is_missing_value	standardized_term
ds005873	sex	f	female		
ds005873	sex	m	male		
ds003474	sex	1.0			
ds003474	sex	2.0			
ds003474	sex			True	
ds003474	age	19.0			
ds003474	age	18.0			
ds003474	age	22.0			
ds003474	age	21.0			
ds003474	age	20.0			
ds003474	age	23.0			
ds003474	age			True	
ds003474	age	24.0			
ds003478	sex	1.0			
ds003478	sex	2.0			
ds003478	sex			True	
ds003478	age	19.0			
ds003478	age	18.0			
ds003478	age	22.0			
ds003478	age	21.0			
ds003478	age	20.0			
ds003478	age	23.0			
ds003478	age			True	
ds003478	age	24.0			
ds003478	SCID	No Interview			
ds003478	SCID	Do not meet criterion for current or past MDD			
ds003478	SCID	Current MDD			
ds003478	SCID	Past MDD			
ds006910	sex	M	male		
ds006910	sex	F	female		
ds006910	handedness	R	right		
ds006910	handedness	L	left		
ds006910	handedness	A	ambidextrous		
ds006777	sex	M	male		
ds006777	sex	F	female		
ds006777	handedness	L	left		
ds006777	handedness	R	right		
ds006777	handedness	A	ambidextrous		
ds006777	handedness			True	
ds006777	group	TD	typically developing		
ds006777	group	ASD	autism spectrum disorder		
ds006777	group	ASD SIBLING	ASD SIBLING		
ds006777	ados_css			True	
ds006777	ados_css	15.0			
ds006777	ados_css	10.0			
ds006777	ados_css	8.0			
ds006777	ados_css	6.0			
ds006777	ados_css	9.0			
ds006777	ados_css	7.0			
ds006777	ados_css	4.0			
ds006777	ados_css	3.0			
ds006777	ados_css	5.0			
ds005901	Age	17			
ds005901	Age	20			
ds005901	Age	18			
ds005901	Age	21			
ds005901	Age	19			
ds005901	Age	22			
ds005901	Age	23			
ds005901	Age	15			
ds005901	Age	16			
ds005901	Sex	M	Male		
ds005901	Sex	F	Female		
ds005901	Sex	O			
ds006861	stimulation_side	Right			
ds006861	stimulation_side	Left			
ds006861	Gender	Female			
ds006861	Gender	Male			
ds006861	Group	Low Lonely			
ds006861	Group	High Lonely			
