dataset	column	value	description	is_missing_value	standardized_term	standardized_label
ds005511	surroundSupp_1	caution				
ds005511	surroundSupp_2	available				
ds005511	surroundSupp_2	unavailable				
ds005511	surroundSupp_2	caution				
ds005511	seqLearning6target	unavailable				
ds005511	seqLearning6target	available				
ds005511	seqLearning8target	unavailable				
ds005511	seqLearning8target	available				
ds005511	symbolSearch	unavailable				
ds005511	symbolSearch	available				
ds005511	symbolSearch	caution				
ds004395	sex	F	female		snomed:248152002	Female
ds004395	sex	M	male		snomed:248153007	Male
ds004395	sex	n/a		True		
ds004395	hand	R	right			
ds004395	hand	L	left			
ds004395	hand	n/a		True		
ds004395	hand	A	ambidextrous			
ds002345	sex	F,F				
ds002345	sex	M			snomed:248153007	Male
ds002345	sex	F			snomed:248152002	Female
ds002345	sex	M,M				
ds002345	sex	F,F,F,F				
ds002345	sex	F,F,F				
ds002345	sex	M,M,M				
ds002345	sex	M,M,M,M,M				
ds002345	sex	F,F,F,F,F				
ds002345	sex	F,F,F,F,F,F				
ds002345	sex	M,M,M,M,M,M				
ds002345	sex	M,M,M,M				
ds002345	sex	F,F,F,F,F,F,F				
ds007045	sex	1	male		snomed:248153007	Male
ds007045	sex	0	female		snomed:248152002	Female
ds007045	MGMT	0	non-methylated			
ds007045	MGMT	1	methylated			
ds005509	release_number	R5				
ds005509	sex	M	Male		snomed:248153007	Male
ds005509	sex	F	Female		snomed:248152002	Female
ds005509	commercial_use	Yes	Subject gave consent to commercial use of data			
ds005509	full_pheno	No				
ds005509	full_pheno	Yes				
ds005509	RestingState	available				
ds005509	RestingState	unavailable				
ds005509	DespicableMe	available				
ds005509	DespicableMe	unavailable				
ds005509	FunwithFractals	available				
ds005509	FunwithFractals	unavailable				
ds005509	FunwithFractals	caution				
ds005509	ThePresent	available				
ds005509	ThePresent	unavailable				
ds005509	ThePresent	caution				
ds005509	DiaryOfAWimpyKid	available				
ds005509	DiaryOfAWimpyKid	unavailable				
ds005509	DiaryOfAWimpyKid	caution				
ds005509	contrastChangeDetection_1	available				
ds005509	contrastChangeDetection_1	unavailable				
ds005509	contrastChangeDetection_1	caution				
ds005509	contrastChangeDetection_2	available				
ds005509	contrastChangeDetection_2	unavailable				
ds005509	contrastChangeDetection_2	caution				
ds005509	contrastChangeDetection_3	available				
ds005509	contrastChangeDetection_3	unavailable				
ds005509	contrastChangeDetection_3	caution				
ds005509	surroundSupp_1	available				
ds005509	surroundSupp_1	unavailable				
ds005509	surroundSupp_1	caution				
ds005509	surroundSupp_2	available				
ds005509	surroundSupp_2	unavailable				
ds005509	surroundSupp_2	caution				
ds005509	seqLearning6target	available				
ds005509	seqLearning6target	unavailable				
ds005509	seqLearning8target	unavailable				
ds005509	seqLearning8target	available				
ds005509	seqLearning8target	caution				
ds005509	symbolSearch	caution				
ds005509	symbolSearch	available				
ds005509	symbolSearch	unavailable				
ds005508	release_number	R4				
ds005508	sex	F	Female		snomed:248152002	Female
ds005508	sex	M	Male		snomed:248153007	Male
ds005508	commercial_use	Yes	Subject gave consent to commercial use of data			
ds005508	full_pheno	Yes				
ds005508	full_pheno	No				
ds005508	RestingState	available				
ds005508	RestingState	unavailable				
ds005508	DespicableMe	available				
ds005508	DespicableMe	unavailable				
ds005508	DespicableMe	caution				
ds005508	FunwithFractals	available				
ds005508	FunwithFractals	unavailable				
ds005508	ThePresent	available				
ds005508	ThePresent	unavailable				
ds005508	ThePresent	caution				
ds005508	DiaryOfAWimpyKid	available				
ds005508	DiaryOfAWimpyKid	unavailable				
ds005508	DiaryOfAWimpyKid	caution				
ds005508	contrastChangeDetection_1	available				
ds005508	contrastChangeDetection_1	unavailable				
ds005508	contrastChangeDetection_1	caution				
ds005508	contrastChangeDetection_2	available				
ds005508	contrastChangeDetection_2	unavailable				
ds005508	contrastChangeDetection_2	caution				
ds005508	contrastChangeDetection_3	available				
ds005508	contrastChangeDetection_3	unavailable				
ds005508	contrastChangeDetection_3	caution				
ds005508	surroundSupp_1	available				
ds005508	surroundSupp_1	unavailable				
ds005508	surroundSupp_1	caution				
ds005508	surroundSupp_2	available				
ds005508	surroundSupp_2	unavailable				
ds005508	surroundSupp_2	caution				
ds005508	seqLearning6target	unavailable				
ds005508	seqLearning6target	available				
ds005508	seqLearning8target	available				
ds005508	seqLearning8target	unavailable				
ds005508	symbolSearch	caution				
ds005508	symbolSearch	available				
ds005508	symbolSearch	unavailable				
ds003604	sex	Female			snomed:248152002	Female
ds003604	sex	Male			snomed:248153007	Male
ds003604	handedness_ses-5	4	Four items			
ds003604	handedness_ses-5	5	Five items			
ds003604	handedness_ses-5	3	Three items			
ds003604	handedness_ses-5	2	Two items			
ds003604	handedness_ses-5	n/a		True		
ds003604	handedness_ses-7	4	Four items			
ds003604	handedness_ses-7	5	Five items			
ds003604	handedness_ses-7	n/a		True		
ds003604	handedness_ses-7	3	Three items			
ds003604	handedness_ses-7	2	Two items			
ds003604	handedness_ses-9	n/a		True		
ds003604	handedness_ses-9	4	Four items			
ds003604	handedness_ses-9	5	Five items			
ds003604	handedness_ses-9	3	Three items			
ds003604	handedness_ses-9	2	Two items			
ds003604	ses-5_grade	n/a		True		
ds003604	ses-5_grade	Kindergarten				
ds003604	ses-5_grade	Pre-K				
ds003604	ses-5_grade	1st grade				
ds003604	ses-5_grade	Homeschool				
ds003604	ses-7_grade	n/a		True		
ds003604	ses-7_grade	2nd grade				
ds003604	ses-7_grade	1st grade				
ds003604	ses-7_grade	Kindergarten				
ds003604	ses-7_grade	3rd grade				
ds003604	ses-9_grade	3rd grade				
ds003604	ses-9_grade	n/a		True		
ds003604	ses-9_grade	5th grade				
ds000221	gender	F			snomed:248152002	Female
ds000221	gender	M			snomed:248153007	Male
ds003592	sex	F	female		snomed:248152002	Female
ds003592	sex	M	male		snomed:248153007	Male
ds003592	sex	n/a		True		
ds003592	site	1	Ithaca, NY			
ds003592	site	2	Toronto, Canada			
ds003592	agegroup	Y	younger adult			
ds003592	agegroup	O	older adult			
ds003592	openneuro	0	no			
ds003592	openneuro	1	yes			
ds003592	flair_slicediff	1	yes			
ds003592	flair_slicediff	0	no			
ds003592	rest_voldiff	0	no			
ds003592	rest_voldiff	1	yes			
ds005514	release_number	R9				
ds005514	sex	M	Male		snomed:248153007	Male
ds005514	sex	F	Female		snomed:248152002	Female
ds005514	commercial_use	Yes	Subject gave consent to commercial use of data			
ds005514	full_pheno	No				
ds005514	full_pheno	Yes				
ds005514	RestingState	available				
ds005514	RestingState	unavailable				
ds005514	DespicableMe	available				
ds005514	DespicableMe	unavailable				
ds005514	DespicableMe	caution				
ds005514	FunwithFractals	available				
ds005514	FunwithFractals	unavailable				
ds005514	FunwithFractals	caution				
ds005514	ThePresent	available				
ds005514	ThePresent	unavailable				
ds005514	ThePresent	caution				
ds005514	DiaryOfAWimpyKid	available				
ds005514	DiaryOfAWimpyKid	unavailable				
ds005514	DiaryOfAWimpyKid	caution				
ds005514	contrastChangeDetection_1	available				
ds005514	contrastChangeDetection_1	caution				
ds005514	contrastChangeDetection_1	unavailable				
ds005514	contrastChangeDetection_2	available				
ds005514	contrastChangeDetection_2	caution				
ds005514	contrastChangeDetection_2	unavailable				
ds005514	contrastChangeDetection_3	available				
ds005514	contrastChangeDetection_3	caution				
ds005514	contrastChangeDetection_3	unavailable				
ds005514	surroundSupp_1	available				
ds005514	surroundSupp_1	caution				
ds005514	surroundSupp_1	unavailable				
ds005514	surroundSupp_2	available				
ds005514	surroundSupp_2	caution				
ds005514	surroundSupp_2	unavailable				
ds005514	seqLearning6target	unavailable				
ds005514	seqLearning6target	available				
ds005514	seqLearning8target	available				
ds005514	seqLearning8target	unavailable				
ds005514	seqLearning8target	caution				
ds005514	symbolSearch	available				
ds005514	symbolSearch	caution				
ds005514	symbolSearch	unavailable				
ds007137	Gender	2	female		snomed:248152002	Female
ds007137	Gender	1	male		snomed:248153007	Male
ds007137	Gender	3	other			
ds007137	Gender	4	prefer not to respond			
ds007137	Gender		empty	True		
ds007137	Handedness		empty	True		
ds007137	Handedness	1	right			
ds007137	Handedness	2	left			
ds007137	Handedness	3	both			
ds007139	Gender	2	female		snomed:248152002	Female
ds007139	Gender	1	male		snomed:248153007	Male
ds007139	Gender	3	other			
ds007139	Gender		empty	True		
ds007139	Gender	4	prefer not to respond			
ds007139	Handedness		empty	True		
ds007139	Handedness	1	right			
ds007139	Handedness	2	left			
ds007139	Handedness	3	both			
ds007096	Gender	2	female		snomed:248152002	Female
ds007096	Gender	1	male		snomed:248153007	Male
ds007096	Gender	3	other			
ds007096	Gender	4	prefer not to respond			
ds007096	Handedness		empty	True		
ds007096	Handedness	1	right			
ds007096	Handedness	2	left			
ds007096	Handedness	3	both			
ds007052	Gender	2	female		snomed:248152002	Female
ds007052	Gender	1	male		snomed:248153007	Male
ds007052	Gender	3	other			
ds007052	Gender	4	prefer not to respond			
ds007052	Gender		empty	True		
ds007052	Handedness		empty	True		
ds007052	Handedness	1	right			
ds007052	Handedness	2	left			
ds007052	Handedness	3	both			
ds007056	Gender		empty	True		
ds007056	Gender	2	female		snomed:248152002	Female
ds007056	Gender	1	male		snomed:248153007	Male
ds007056	Gender	3	other			
ds007056	Gender	4	prefer not to respond			
ds007056	Handedness		empty	True		
ds007056	Handedness	1	right			
ds007056	Handedness	2	left			
ds007056	Handedness	3	both			
ds003949	group	control	Participant without aneurysm			
ds003949	group	patient	Participant with aneurysm(s)			
ds007069	Gender	2	female		snomed:248152002	Female
ds007069	Gender	1	male		snomed:248153007	Male
ds007069	Gender	3	other			
ds007069	Gender	4	prefer not to respond			
ds007069	Gender		empty	True		
ds007069	Handedness		empty	True		
ds007069	Handedness	1	right			
ds007069	Handedness	2	left			
ds007069	Handedness	3	both			
ds004789	sex	F	female		snomed:248152002	Female
ds004789	sex	M	male		snomed:248153007	Male
ds004789	hand	R	right			
ds004789	hand	A	ambidextrous			
ds004789	hand	L	left			
ds004789	hand	n/a		True		
ds000030	diagnosis	CONTROL				
ds000030	diagnosis	SCHZ				
ds000030	diagnosis	BIPOLAR				
ds000030	diagnosis	ADHD				
ds000030	gender	F			snomed:248152002	Female
ds000030	gender	M			snomed:248153007	Male
ds000030	bart	1				
ds000030	bart	n/a		True		
ds000030	bht	n/a		True		
ds000030	bht	1				
ds000030	dwi	1				
ds000030	dwi	n/a		True		
ds000030	pamenc	n/a		True		
ds000030	pamenc	1				
ds000030	pamret	n/a		True		
ds000030	pamret	1				
ds000030	rest	1				
ds000030	rest	n/a		True		
ds000030	scap	1				
ds000030	scap	n/a		True		
ds000030	stopsignal	1				
ds000030	stopsignal	n/a		True		
ds000030	T1w	1				
ds000030	T1w	n/a		True		
ds000030	taskswitch	1				
ds000030	taskswitch	n/a		True		
ds000030	ScannerSerialNumber	35343.0				
ds000030	ScannerSerialNumber	35426.0				
ds000030	ghost_NoGhost	No_ghost				
ds000030	ghost_NoGhost	ghost				
ds006148	session_id	ses-S001				
ds006148	session_id	ses-S002				
ds006148	session_id	ses-S003				
ds005896	Sex	M	Male		snomed:248153007	Male
ds005896	Sex	F	Female		snomed:248152002	Female
ds004809	sex	F	female		snomed:248152002	Female
ds004809	sex	M	male		snomed:248153007	Male
ds004809	hand	R	right			
ds004809	hand	L	left			
ds004809	hand	A	ambidextrous			
ds004809	hand	n/a		True		
ds005512	release_number	R8				
ds005512	sex	F	Female		snomed:248152002	Female
ds005512	sex	M	Male		snomed:248153007	Male
ds005512	commercial_use	Yes	Subject gave consent to commercial use of data			
ds005512	full_pheno	No				
ds005512	full_pheno	Yes				
ds005512	RestingState	unavailable				
ds005512	RestingState	available				
ds005512	DespicableMe	available				
ds005512	DespicableMe	unavailable				
ds005512	DespicableMe	caution				
ds005512	FunwithFractals	available				
ds005512	FunwithFractals	unavailable				
ds005512	FunwithFractals	caution				
ds005512	ThePresent	available				
ds005512	ThePresent	unavailable				
ds005512	ThePresent	caution				
ds005512	DiaryOfAWimpyKid	available				
ds005512	DiaryOfAWimpyKid	unavailable				
ds005512	DiaryOfAWimpyKid	caution				
ds005512	contrastChangeDetection_1	available				
ds005512	contrastChangeDetection_1	unavailable				
ds005512	contrastChangeDetection_1	caution				
ds005512	contrastChangeDetection_2	available				
ds005512	contrastChangeDetection_2	unavailable				
ds005512	contrastChangeDetection_2	caution				
ds005512	contrastChangeDetection_3	available				
ds005512	contrastChangeDetection_3	unavailable				
ds005512	contrastChangeDetection_3	caution				
ds005512	surroundSupp_1	unavailable				
ds005512	surroundSupp_1	caution				
ds005512	surroundSupp_1	available				
ds005512	surroundSupp_2	available				
ds005512	surroundSupp_2	unavailable				
ds005512	surroundSupp_2	caution				
ds005512	seqLearning6target	unavailable				
ds005512	seqLearning6target	available				
ds005512	seqLearning8target	unavailable				
ds005512	seqLearning8target	available				
ds005512	symbolSearch	unavailable				
ds005512	symbolSearch	available				
ds005512	symbolSearch	caution				
ds001720	gender	m	Male		snomed:248153007	Male
ds001720	gender	f	Female		snomed:248152002	Female
ds001720	gender	n/a		True		
ds001720	field	7				
ds001720	field	9.4				
ds001720	field	11.75				
ds001720	field	4.7				
ds001720	coil	Cryo	Bruker Cryoprobe			
ds001720	coil	RT	room-temperature coil			
ds001720	breathing	v	Mechanically ventilated			
ds001720	breathing	f	Free-breathing			
ds001720	sedation	Mediso	Combination of medetomidine and isolfurane			
ds001720	sedation	Med	Medetomidine			
ds001720	sedation	Hal	Halothane			
ds001720	sedation	Iso	Isoflurane			
ds001720	sedation	Awake	Awake (no sedation)			
ds001720	med.bolus	0.05				
ds001720	med.bolus	0.3				
ds001720	med.bolus	n/a		True		
ds001720	med.bolus	0.4				
ds001720	med.infusion	0.1				
ds001720	med.infusion	0.6				
ds001720	med.infusion	n/a		True		
ds001720	med.infusion	0.8				
ds001720	med.route	i.v.				
ds001720	med.route	s.c.				
ds001720	med.route	n/a		True		
ds001720	med.route	i.p				
ds001720	isoflurane	0.5				
ds001720	isoflurane	n/a		True		
ds001720	isoflurane	0.75				
ds001720	isoflurane	0.3				
ds001720	isoflurane	1				
ds001720	isoflurane	1.25				
ds004884	sex	F	female		snomed:248152002	Female
ds004884	sex	M	male		snomed:248153007	Male
ds004884	race	b				
ds004884	race	w				
ds004884	race	n/a		True		
ds004884	wab_type	None	Not Aphasic based on WAB cut offs			
ds004884	wab_type	Conduction	Conduction			
ds004884	wab_type	Broca	Broca's Aphasia			
ds004884	wab_type	Anomic	Anomic as defined by WAB			
ds004884	wab_type	Global	Global			
ds004884	wab_type	TranscorticalMotor	Transcortical Motor			
ds004884	wab_type	Wernicke	Wernicke's			
ds004884	wab_type	n/a		True		
ds005237	species	homo sapiens				
ds005237	sex	F			snomed:248152002	Female
ds005237	sex	M			snomed:248153007	Male
ds005237	sex	O				
ds005237	Site	2				
ds005237	Site	1				
ds005237	Group	Patient				
ds005237	Group	GenPop				
ds007118	sex	female	female		snomed:248152002	Female
ds007118	sex	male	male		snomed:248153007	Male
ds007118	asm_number	2				
ds007118	asm_number	1				
ds007118	asm_number	3				
ds007118	asm_number	5				
ds007118	asm_number	4				
ds007118	mri_lesion	absence	absence			
ds007118	mri_lesion	presence	presence			
ds007118	daily_seizure	absence	absence			
ds007118	daily_seizure	presence	presence			
ds007118	seizure_capture	yes	yes			
ds007118	seizure_capture	no	no			
ds007118	soz_complete_resection	yes	yes, SOZ was completely resected			
ds007118	soz_complete_resection	no	no			
ds007118	resected_hemisphere	left	left hemisphere was resected			
ds007118	resected_hemisphere	right	right hemisphere was resected			
ds007118	extratemporal_resection	no	no			
ds007118	extratemporal_resection	yes	yes			
ds007118	outcome	1				
ds007118	outcome	4				
ds007118	outcome	2				
ds007118	outcome	5				
ds007118	outcome	3				
ds007118	outcome	6				
ds007118	cohort	Derivation_cohort	Dataset used for training the SOZ classification model or the outcome prediction model			
