Dataset_id	participant_id	Rat_strain	Rat_sex	Rat_age	Rat_weight	Anesthesia_induction	Anesthesia_induction_dose	Anesthesia_maintenance	Anesthesia_maintenance_dose	Anesthesia_post_induction_time	Anesthesia_breathing_assistance	Anesthesia_breathing_rate	Anesthesia_temperature	MRI_vendor	MRI_field_strength	Anat_sequence	Anat_contrast	Anat_TR	Anat_TE	Func_sequence	Func_TR	Func_TE	Func_FA	Func_sensory_system	Func_sensory_stimulation
2011	sub-201106	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	60.0	free-breathing	80.0	37.8	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201107	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	60.0	free-breathing	90.0	37.5	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201108	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	80.0	free-breathing	90.0	37.5	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2011	sub-201109	Sprague Dawley	male	n/a	n/a	isoflurane	4	medetomidine	0.1	60.0	free-breathing	60.0	37.5	Varian/Agilent	14.0	3D-FLASH	T1	0.03	0.015	GE-EPI	1.5	0.0167	62	forepaw	electric
2012	sub-201200	Wistar	male	0-2	290	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201201	Wistar	male	0-2	285	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201202	Wistar	male	0-2	280	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201203	Wistar	male	0-2	300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201204	Wistar	male	0-2	300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201205	Wistar	male	0-2	300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201206	Wistar	male	0-2	315	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201207	Wistar	male	0-2	315	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201208	Wistar	male	0-2	310	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2012	sub-201209	Wistar	male	0-2	310	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	ventilated	60.0	37.0	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1.0	0.015	60	hindpaw	electric
2013	sub-201300	Wistar	male	2-4	n/a	isoflurane	4	medetomidine	0.1	n/a	free-breathing	n/a	n/a	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201301	Wistar	male	2-4	n/a	isoflurane	4	medetomidine	0.1	n/a	free-breathing	n/a	n/a	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201302	Wistar	male	2-4	n/a	isoflurane	4	medetomidine	0.1	n/a	free-breathing	n/a	n/a	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201303	Wistar	male	2-4	323	isoflurane	4	medetomidine	0.1	n/a	free-breathing	18.0	35.1	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201304	Wistar	male	2-4	341	isoflurane	4	medetomidine	0.1	n/a	free-breathing	60.0	35.4	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201305	Wistar	male	2-4	338	isoflurane	4	medetomidine	0.1	n/a	free-breathing	60.0	35.8	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201306	Wistar	male	2-4	344	isoflurane	4	medetomidine	0.1	n/a	free-breathing	42.0	36.3	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201307	Wistar	male	2-4	349	isoflurane	4	medetomidine	0.1	n/a	free-breathing	60.0	35.7	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201308	Wistar	male	2-4	351	isoflurane	4	medetomidine	0.1	n/a	free-breathing	60.0	35.9	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
1013	sub-201309	Wistar	male	2-4	n/a	isoflurane	4	medetomidine	0.1	n/a	free-breathing	n/a	n/a	Bruker	7.0	MSME	T2	2.779	0.011	SE-EPI	3.0	0.05	90	forepaw	electric
2014	sub-201400	Wistar	male	0-2	360	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201401	Wistar	male	0-2	326	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201402	Wistar	male	0-2	332	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201403	Wistar	male	0-2	338	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201404	Wistar	male	0-2	401	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201405	Wistar	male	0-2	391	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201406	Wistar	male	0-2	410	isoflurane	1.5	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201407	Wistar	male	0-2	371	isoflurane	2	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	2.65	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201408	Wistar	male	0-2	414	isoflurane	2	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	2.65	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2014	sub-201409	Wistar	male	0-2	382	isoflurane	2	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	2.65	n/a	EPI	4.0	0.025	n/a	hindpaw	thermal
2015	sub-201500	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201501	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201502	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201503	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201504	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201505	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201506	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201507	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201508	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2015	sub-201509	Sprague Dawley	male	0-2	350-450	isoflurane	1	isoflurane	n/a	n/a	n/a	n/a	22.0	Bruker	4.7	RARE	T2	3.0	n/a	EPI	2.0	0.025	n/a	whiskers	mechanical deflection
2016	sub-201600	Sprague Dawley	male	n/a	330	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	37.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201601	Sprague Dawley	male	n/a	255	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.8	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201602	Sprague Dawley	male	n/a	255	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.7	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201604	Sprague Dawley	male	n/a	310	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	60.0	free-breathing	n/a	37.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201605	Sprague Dawley	male	n/a	300	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	38.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201606	Sprague Dawley	male	n/a	290	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.3	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201607	Sprague Dawley	male	n/a	310	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.3	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201608	Sprague Dawley	male	n/a	300	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.8	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2016	sub-201609	Sprague Dawley	female	n/a	245	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	30.0	free-breathing	n/a	36.2	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201700	Sprague Dawley	male	n/a	330	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	37.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201701	Sprague Dawley	male	n/a	255	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.8	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201702	Sprague Dawley	male	n/a	255	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.7	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201703	Sprague Dawley	male	n/a	290	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	180.0	free-breathing	n/a	36.9	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201704	Sprague Dawley	male	n/a	310	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	180.0	free-breathing	n/a	37.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201705	Sprague Dawley	male	n/a	300	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	38.0	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201706	Sprague Dawley	male	n/a	290	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.3	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201707	Sprague Dawley	male	n/a	310	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.3	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201708	Sprague Dawley	male	n/a	300	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.8	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2017	sub-201709	Sprague Dawley	female	n/a	245	isoflurane / medetomidine	2.5 / 0.05	medetomidine	0.1	150.0	free-breathing	n/a	36.2	Bruker	17.2	RARE	T2	2.5	0.011	GE-EPI	1.0	0.01	50	eye	light
2018	sub-201800	Sprague Dawley	male	2-4	495	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2 	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	4.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201801	Sprague Dawley	male	2-4	506	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2 	n/a	ventilated	59.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201802	Sprague Dawley	male	2-4	613	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	3.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201803	Sprague Dawley	male	4-6	561	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	61.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201804	Sprague Dawley	male	2-4	477	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	61.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201805	Sprague Dawley	male	4-6	672	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	3.0	0.007	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201806	Sprague Dawley	male	2-4	456	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	58.0	37.0	Bruker	14.0	RARE	T2	2.22	0.007	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201807	Sprague Dawley	male	2-4	436	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201808	Sprague Dawley	male	2-4	477	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	59.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2018	sub-201809	Sprague Dawley	male	4-6	546	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T3	4.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201900	Sprague Dawley	male	2-4	495	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	4.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201901	Sprague Dawley	male	2-4	506	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	59.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201902	Sprague Dawley	male	2-4	613	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	3.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201903	Sprague Dawley	male	4-6	561	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	61.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201904	Sprague Dawley	male	2-4	477	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	61.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201905	Sprague Dawley	male	4-6	672	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T2	3.0	0.007	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201908	Sprague Dawley	male	2-4	477	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	59.0	37.0	Bruker	14.0	RARE	T2	3.0	0.008	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2019	sub-201909	Sprague Dawley	male	4-6	546	isoflurane	5	alpha-chloralose/pancuronium	26.5 / 2	n/a	ventilated	60.0	37.0	Bruker	14.0	RARE	T3	4.0	0.009	GE-EPI	1.5	0.0115	n/a	forepaw	electric
2020	sub-202000	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202001	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202002	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202003	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202004	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202005	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202006	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202007	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202008	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2020	sub-202009	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202100	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202101	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202102	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202103	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202104	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202105	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202106	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202107	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202108	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2021	sub-202109	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202200	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202201	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202202	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202203	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202204	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202205	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202206	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202207	Long Evans	female	6-8	438	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202208	Long Evans	female	6-8	404	isoflurane	5	medetomidine	0.1	45.0	free breathing (hyperoxia state -95%o2)	58.0	36.1	Bruker	9.4	turboRARE	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
2022	sub-202209	Long Evans	female	6-8	368	isoflurane	5	medetomidine	0.1	45.0	free-breathing	58.0	36.1	Bruker	9.4	turboRARE 	T2	3.0	36.0	SE-EPI	1.5	40.0	90º-180º	visual	light
