participant_id	session_id	dataset_id	rat_strain	rat_sex	rat_age	rat_weight	anesthesia_induction	anesthesia_induction_dose	anesthesia_maintenance	anesthesia_maintenance_dose	anesthesia_route	anesthesia_post_induction_time	anesthesia_breathing_assistance	anesthesia_breathing_rate	anesthesia_heart_rate	MRI_vendor	MRI_field_strength	anat_sequence	anat_contrast	anat_TR	anat_TE	func_sequence	func_TR	func_TE	func_FA
sub-0101009	ses-1	1010	Wistar	Male	2-4	250-300	urethane	1375	urethane	1375	i.p	50	free-breathing	130	370	Bruker	7	turboRARE	T2	4	0.04	GE-EPI	1	0.018	60
sub-0101100	ses-1	1011	Wistar	Female	2-4	150-200	urethane	1375	urethane	1375	i.p	50	free-breathing	130	330	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101101	ses-1	1011	Wistar	Female	2-4	150-200	urethane	1375	urethane	1375	i.p	30	free-breathing	90	330	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101102	ses-1	1011	Wistar	Female	2-4	150-200	urethane	1375	urethane	1375	i.p	30	free-breathing	130	320	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101103	ses-1	1011	Wistar	Female	2-4	150-200	urethane	1375	urethane	1375	i.p	20	free-breathing	110	380	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101104	ses-1	1011	Wistar	Female	0-2	150-200	urethane	1375	urethane	1375	i.p	40	free-breathing	120	350	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101105	ses-1	1011	Wistar	Female	0-2	150-200	urethane	1375	urethane	1375	i.p	30	free-breathing	100	360	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101106	ses-1	1011	Wistar	Female	2-4	200-250	urethane	1375	urethane	1375	i.p	30	free-breathing	140	320	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101107	ses-1	1011	Wistar	Female	2-4	200-250	urethane	1375	urethane	1375	i.p	20	free-breathing	140	n/a	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101108	ses-1	1011	Wistar	Female	2-4	150-200	urethane	1375	urethane	1375	i.p	20	free-breathing	110	300	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101109	ses-1	1011	Wistar	Female	2-4	200-250	urethane	1375	urethane	1375	i.p	20	free-breathing	120	350	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101200	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	50	free-breathing	130	430	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101201	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	40	free-breathing	120	330	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101202	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	80	free-breathing	130	360	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101203	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	40	free-breathing	90	n/a	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101204	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	50	free-breathing	110	n/a	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101205	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	40	free-breathing	120	370	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101206	ses-1	1012	Wistar	Male	2-4	250-300	urethane	1375	urethane	1375	i.p	30	free-breathing	110	n/a	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101207	ses-1	1012	Wistar	Male	2-4	300-350	urethane	1375	urethane	1375	i.p	20	free-breathing	120	390	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101208	ses-1	1012	Wistar	Male	2-4	250-300	urethane	1375	urethane	1375	i.p	30	free-breathing	110	300	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101209	ses-1	1012	Wistar	Male	2-4	250-300	urethane	1375	urethane	1375	i.p	30	free-breathing	110	360	Bruker	7	turboRARE	T2	4	0.04	SE-EPI	2	0.045	90
sub-0101300	ses-1	1013	Wistar	Female	6-8	250-300	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	230	free-breathing	80	240	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90
sub-0101301	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	170	free-breathing	70	270	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90
sub-0101302	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180	free-breathing	50	220	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90
sub-0101303	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	190	free-breathing	80	230	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90
sub-0101304	ses-1	1013	Wistar	Female	6-8	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	180	free-breathing	70	230	Bruker	9.4	turboRARE	T2	3.7	0.033	GE-EPI	1.5	0.015	90
sub-0101305	ses-1	1013	Wistar	Female	6-8	400-450	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	90	free-breathing	110	250	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90
sub-0101306	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	160	free-breathing	90	270	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90
sub-0101307	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	150	free-breathing	110	240	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90
sub-0101308	ses-1	1013	Wistar	Female	6-8	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	190	free-breathing	80	210	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90
sub-0101309	ses-1	1013	Wistar	Female	6-8	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	i.v.	170	free-breathing	110	280	Bruker	9.4	turboRARE	T2	5.225	0.033	GE-EPI	1.5	0.015	90
sub-0101400	ses-1	1014	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101401	ses-1	1014	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101402	ses-1	1014	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101403	ses-1	1014	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101404	ses-1	1014	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101405	ses-1	1014	Sprague Dawley	Female	2-4	200-250	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101406	ses-1	1014	Sprague Dawley	Female	2-4	200-250	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101407	ses-1	1014	Sprague Dawley	Female	2-4	200-250	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101408	ses-1	1014	Sprague Dawley	Female	0-2	200-250	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101409	ses-1	1014	Sprague Dawley	Female	0-2	200-250	isoflurane / medetomidine	3 / 0.3	medetomidine	0.6	n/a	10	free-breathing	n/a	n/a	Bruker	7	3D-RARE	T2	0.777	0.052	GE-EPI	2	0.015	n/a
sub-0101500	ses-1	1015	Sprague Dawley	Male	0-2	350-400	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	190	free-breathing	110	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101501	ses-1	1015	Sprague Dawley	Male	0-2	350-400	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	170	free-breathing	90	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101502	ses-1	1015	Sprague Dawley	Male	0-2	350-400	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	180	free-breathing	80	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101503	ses-1	1015	Sprague Dawley	Male	0-2	350-400	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	170	free-breathing	80	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101504	ses-1	1015	Sprague Dawley	Male	0-2	300-350	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	170	free-breathing	90	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101505	ses-1	1015	Sprague Dawley	Male	0-2	300-350	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	170	free-breathing	100	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101506	ses-1	1015	Sprague Dawley	Male	0-2	300-350	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	160	free-breathing	150	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101507	ses-1	1015	Sprague Dawley	Male	0-2	250-300	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	190	free-breathing	100	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101508	ses-1	1015	Sprague Dawley	Male	0-2	300-350	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	200	free-breathing	100	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101509	ses-1	1015	Sprague Dawley	Male	0-2	250-300	isoflurane / medetomidine	4 / 0.1	medetomidine	0.1	n/a	160	free-breathing	90	n/a	Varian/Agilent	14.1	RARE	T2	3	0.01017	GE-EPI	1.6	0.01	90
sub-0101600	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	0.8	n/a	20	free-breathing	50	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101601	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1.6	n/a	20	free-breathing	40	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101602	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1	n/a	20	free-breathing	50	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101603	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1.2	n/a	20	free-breathing	40	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101604	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1	n/a	20	free-breathing	60	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101605	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	2	n/a	20	free-breathing	60	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101606	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1	n/a	20	free-breathing	50	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101607	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1.5	n/a	20	free-breathing	70	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101608	ses-1	1016	Wistar	Male	0-2	250-300	isoflurane	3.5	isoflurane	1.2	n/a	20	free-breathing	40	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101609	ses-1	1016	Wistar	Male	0-2	200-250	isoflurane	3.5	isoflurane	1	n/a	20	free-breathing	40	n/a	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101700	ses-1	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	60	230	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101700	ses-2	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	60	230	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101701	ses-1	1017	Wistar	Male	16-18	450-500	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	250	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101701	ses-2	1017	Wistar	Male	16-18	450-500	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	250	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101702	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	190	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101702	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	190	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101703	ses-1	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	160	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101703	ses-2	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	160	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101704	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	170	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101704	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	170	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101705	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	220	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101705	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	220	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101706	ses-1	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	270	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101706	ses-2	1017	Wistar	Male	16-18	300-350	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	270	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101707	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	210	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101707	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	40	210	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101708	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	230	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101708	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	230	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101709	ses-1	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	190	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101709	ses-2	1017	Wistar	Male	16-18	350-400	isoflurane / medetomidine	3.5 / 0.014	isoflurane	0.5	n/a	20	free-breathing	30	190	Bruker	7	turboRARE	T2	4.2	0.033	GE-EPI	1	0.02	60
sub-0101800	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101800	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101801	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101801	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101802	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101802	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101803	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101803	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101804	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101804	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101805	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101805	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101806	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101806	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101807	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101807	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101808	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101808	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101809	ses-1	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101809	ses-2	1018	Long Evans	Male	2-4	n/a	isoflurane	4	isoflurane	1.5	n/a	20	free-breathing	60	350	Bruker	7	RARE	T2	2.31	0.036	GE-EPI	2	0.012	90
sub-0101900	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101901	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101902	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101903	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101904	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101905	ses-1	1019	Sprague Dawley	Male	4-6	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101906	ses-1	1019	Sprague Dawley	Male	2-4	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101907	ses-1	1019	Sprague Dawley	Male	2-4	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101908	ses-1	1019	Sprague Dawley	Male	2-4	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0101909	ses-1	1019	Sprague Dawley	Male	2-4	450-500	isoflurane	4	isoflurane	1	n/a	20	free-breathing	60	350	Varian/Agilent	7	FSE	T2	3	0.048	GE-EPI	2	0.012	90
sub-0102000	ses-1	1020	Lister Hooded	Male	2-4	250-300	isoflurane	2	isoflurane	1	n/a	10	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102000	ses-2	1020	Lister Hooded	Male	2-4	250-300	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102001	ses-1	1020	Lister Hooded	Male	2-4	250-300	isoflurane	2	isoflurane	1	n/a	10	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102001	ses-2	1020	Lister Hooded	Male	2-4	250-300	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102002	ses-1	1020	Lister Hooded	Male	2-4	200-250	isoflurane	2	isoflurane	1	n/a	10	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102002	ses-2	1020	Lister Hooded	Male	2-4	200-250	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102003	ses-1	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	10	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102003	ses-2	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102004	ses-1	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	10	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102004	ses-2	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102005	ses-1	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	20	ventilated	n/a	60	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
sub-0102005	ses-2	1020	Lister Hooded	Male	2-4	300-350	isoflurane	2	isoflurane	1	n/a	30	ventilated	n/a	70	Varian/Agilent	4.7	bSSFP	T1	0.005	0.0025	GE-EPI	0.7	0.02	75
